customer_id,branch,rm,aum_bil_vnd,monthly_trading_value_mil_vnd,margin_balance_bil_vnd,product_usage,last_active_date,lifecycle
C0891,Hai Phong,RM_28,3.45,13.98,1.01,Advisory|Equity|Margin,2026-04-23,Dormant
C0892,Ho Chi Minh,RM_26,0.23,23.3,0.02,Bond|Fund,2026-04-15,Dormant
C0893,Ho Chi Minh,RM_26,0.1,26.63,0.01,Margin|Derivative|Bond,2026-04-21,New
C0894,Hanoi HQ,RM_01,1.48,92.52,0.52,Advisory|Margin|Equity,2026-04-05,VIP
C0895,Ho Chi Minh,RM_02,0.56,154.24,0.25,Margin,2026-04-14,Dormant
C0896,Hanoi HQ,RM_25,0.52,169.76,0.14,Derivative|Margin,2026-04-14,Active
C0897,Online,RM_06,2.06,697.1,0.6,Advisory,2026-04-29,Active
C0898,Da Nang,RM_03,1.92,62.86,0.23,Bond,2026-04-26,Active
C0899,Can Tho,RM_23,0.73,108.02,0.11,Equity|Bond,2026-04-23,Dormant
C0900,Hai Phong,RM_28,1.21,34.02,0.36,Margin,2026-03-06,Active
C0901,Hai Phong,RM_22,0.15,248.9,0.01,Bond,2026-04-20,Active
C0902,Hai Phong,RM_28,1.73,49.64,0.6,Derivative|Equity|Margin,2026-04-20,Dormant
C0903,Online,RM_18,0.04,325.97,0.01,Margin|Bond|Derivative,2026-04-10,VIP
C0904,Hanoi HQ,RM_13,0.4,130.99,0.01,Bond,2026-04-25,Active
C0905,Ho Chi Minh,RM_20,5.56,66.54,2.29,Advisory|Derivative,2026-04-29,Active
C0906,Hanoi HQ,RM_19,0.56,149.03,0.13,Advisory|Bond|Derivative,2026-04-29,VIP
C0907,Can Tho,RM_29,1.05,21.48,0.01,Bond|Fund,2026-04-17,Active
C0908,Online,RM_30,0.54,19.43,0.01,Equity|Bond,2026-04-21,Dormant
C0909,Can Tho,RM_23,1.22,99.49,0.39,Equity|Margin|Bond,2026-04-24,Active
C0910,Hanoi HQ,RM_13,0.6,234.48,0.23,Equity,2026-04-25,Dormant
C0911,Ho Chi Minh,RM_02,1.44,270.34,0.47,Fund|Equity|Bond,2026-04-26,Active
C0912,Hanoi HQ,RM_13,0.54,38.51,0.24,Advisory,2026-04-26,Active
C0913,Da Nang,RM_15,0.63,38.85,0.26,Equity|Bond,2026-03-31,Active
C0914,Hanoi HQ,RM_07,0.36,188.78,0.05,Bond,2026-04-28,Dormant
C0915,Can Tho,RM_29,0.39,263.06,0.01,Equity|Margin,2026-04-13,Active
C0916,Can Tho,RM_29,5.84,74.85,2.35,Equity,2026-04-22,Active
C0917,Ho Chi Minh,RM_20,0.91,19.76,0.28,Derivative|Margin,2026-04-10,Active
C0918,Hai Phong,RM_16,7.72,78.96,1.41,Bond,2026-04-27,Active
C0919,Online,RM_30,0.14,19.27,0.03,Bond|Advisory,2026-04-16,Active
C0920,Hai Phong,RM_10,0.38,37.92,0.04,Derivative|Fund,2026-04-16,Active
C0921,Hai Phong,RM_10,0.56,162.36,0.07,Bond|Equity|Margin,2026-04-24,Active
C0922,Ho Chi Minh,RM_20,0.39,55.71,0.14,Fund|Margin|Derivative,2026-04-16,Active
C0923,Online,RM_24,2.08,346.53,0.68,Derivative,2026-04-30,New
C0924,Ho Chi Minh,RM_20,0.68,459.13,0.06,Derivative|Advisory,2026-03-30,Dormant
C0925,Hanoi HQ,RM_07,0.06,171.05,0.0,Derivative|Equity,2026-04-09,Active
C0926,Hanoi HQ,RM_01,0.62,58.1,0.01,Equity|Advisory|Margin,2026-04-23,Active
C0927,Hanoi HQ,RM_01,1.71,64.83,0.35,Margin|Derivative|Equity,2026-04-18,Active
C0928,Da Nang,RM_03,0.33,264.6,0.01,Margin|Equity,2026-04-02,Active
C0929,Online,RM_18,2.15,389.27,0.68,Advisory|Bond,2026-04-18,Active
C0930,Da Nang,RM_27,0.82,75.46,0.09,Derivative|Equity|Fund,2026-04-24,VIP
C0931,Ho Chi Minh,RM_08,0.63,36.73,0.14,Margin|Fund|Advisory,2026-04-10,Active
C0932,Ho Chi Minh,RM_14,1.44,36.39,0.49,Margin|Bond,2026-04-26,VIP
C0933,Hai Phong,RM_16,1.37,105.12,0.44,Derivative|Bond,2026-04-29,Dormant
C0934,Hai Phong,RM_10,2.46,212.92,1.07,Bond,2026-04-19,Dormant
C0935,Hai Phong,RM_16,0.37,292.78,0.06,Bond|Equity,2026-04-29,Active
C0936,Hai Phong,RM_04,0.32,29.02,0.1,Margin,2026-04-22,Active
C0937,Online,RM_18,0.71,1705.84,0.31,Advisory|Fund,2026-04-19,Dormant
C0938,Da Nang,RM_15,2.04,277.31,0.41,Bond,2026-04-08,Active
C0939,Ho Chi Minh,RM_14,2.66,37.79,1.06,Advisory|Fund|Equity,2026-04-19,Active
C0940,Hai Phong,RM_16,2.76,12.5,0.28,Bond|Advisory,2026-03-30,Active
C0941,Hai Phong,RM_22,1.12,299.16,0.26,Equity|Margin,2026-03-30,Active
C0942,Ho Chi Minh,RM_14,1.36,25.95,0.27,Equity|Margin,2026-04-12,Active
C0943,Hanoi HQ,RM_19,1.94,92.21,0.26,Fund|Derivative|Margin,2026-04-30,Dormant
C0944,Ho Chi Minh,RM_08,1.25,376.33,0.19,Fund|Advisory,2026-04-29,New
C0945,Da Nang,RM_27,0.25,135.76,0.06,Margin|Equity|Derivative,2026-04-21,Active
C0946,Can Tho,RM_17,0.17,69.5,0.04,Bond|Advisory,2026-04-27,Active
C0947,Hai Phong,RM_10,1.36,85.06,0.39,Fund|Margin,2026-04-04,Active
C0948,Can Tho,RM_17,0.37,132.2,0.05,Fund|Derivative|Margin,2026-03-15,Active
C0949,Hai Phong,RM_22,0.29,275.87,0.0,Equity|Fund,2026-04-08,Active
C0950,Ho Chi Minh,RM_20,0.75,99.07,0.19,Derivative|Bond,2026-04-28,Active
C0951,Online,RM_24,0.47,236.98,0.08,Bond,2026-03-25,Active
C0952,Hai Phong,RM_04,2.84,112.42,1.22,Fund,2026-03-15,Active
C0953,Online,RM_30,0.43,43.5,0.12,Advisory|Fund|Margin,2026-04-12,Active
C0954,Da Nang,RM_03,1.65,22.68,0.6,Bond|Margin|Advisory,2026-03-20,Active
C0955,Ho Chi Minh,RM_20,0.64,79.4,0.05,Advisory,2026-04-12,Active
C0956,Can Tho,RM_05,0.75,180.76,0.32,Fund|Derivative,2026-04-27,New
C0957,Can Tho,RM_11,0.32,127.96,0.1,Bond|Advisory|Derivative,2026-04-13,Active
C0958,Ho Chi Minh,RM_20,1.94,20.91,0.82,Bond,2026-04-10,Active
C0959,Ho Chi Minh,RM_02,2.0,76.77,0.38,Margin,2026-04-20,Active
C0960,Hanoi HQ,RM_07,0.47,11.62,0.07,Fund|Equity|Bond,2026-04-28,Active
C0961,Da Nang,RM_27,1.6,527.71,0.47,Bond|Advisory,2026-03-30,Dormant
C0962,Ho Chi Minh,RM_20,0.89,71.55,0.21,Fund|Bond,2026-04-22,Active
C0963,Hanoi HQ,RM_01,0.63,67.14,0.1,Equity,2026-04-08,Active
C0964,Online,RM_06,0.56,34.17,0.02,Equity|Bond,2026-04-18,Active
C0965,Online,RM_06,0.35,25.67,0.08,Advisory|Margin|Bond,2026-04-23,Active
C0966,Ho Chi Minh,RM_02,0.08,100.95,0.03,Bond|Advisory,2026-04-30,Active
C0967,Da Nang,RM_27,1.08,144.2,0.35,Margin,2026-04-27,Active
C0968,Da Nang,RM_03,0.52,520.81,0.06,Fund|Equity|Advisory,2026-01-27,Dormant
C0969,Hai Phong,RM_10,0.69,82.26,0.01,Equity,2026-04-19,Active
C0970,Can Tho,RM_23,0.85,619.57,0.23,Bond|Advisory|Derivative,2026-04-26,Active
C0971,Ho Chi Minh,RM_26,1.59,91.07,0.66,Fund|Advisory,2026-03-13,New
C0972,Hai Phong,RM_22,3.6,16.74,0.64,Fund|Margin,2026-04-15,Active
C0973,Hai Phong,RM_04,1.32,134.69,0.04,Bond|Margin,2026-04-18,Dormant
C0974,Hanoi HQ,RM_13,0.69,218.09,0.13,Fund,2026-04-25,Active
C0975,Online,RM_18,0.36,244.18,0.14,Margin|Derivative|Advisory,2026-04-17,Active
C0976,Ho Chi Minh,RM_20,1.77,242.4,0.28,Derivative|Bond,2026-04-27,Active
C0977,Online,RM_18,1.35,32.3,0.26,Equity|Margin,2026-04-28,Active
C0978,Online,RM_12,0.58,652.62,0.19,Bond|Advisory,2026-04-07,Active
C0979,Hai Phong,RM_28,0.13,84.84,0.05,Fund,2026-04-24,New
C0980,Da Nang,RM_03,0.23,317.54,0.07,Fund|Margin|Advisory,2026-04-02,New
C0981,Da Nang,RM_03,1.06,575.29,0.47,Margin|Bond,2026-04-25,Dormant
C0982,Da Nang,RM_27,1.29,30.96,0.44,Fund|Derivative|Advisory,2026-02-13,Active
C0983,Online,RM_24,0.61,582.0,0.15,Margin,2026-01-25,Active
C0984,Ho Chi Minh,RM_26,0.39,107.78,0.02,Margin,2026-04-11,Active
C0985,Ho Chi Minh,RM_02,0.71,64.49,0.23,Advisory,2026-03-25,Active
C0986,Online,RM_24,1.06,49.09,0.27,Bond|Equity|Advisory,2026-04-02,Active
C0987,Online,RM_24,0.43,259.57,0.15,Derivative|Advisory|Margin,2026-03-05,Active
C0988,Da Nang,RM_15,2.69,262.19,0.82,Equity|Advisory|Margin,2026-04-27,Active
C0989,Hai Phong,RM_16,1.67,41.55,0.45,Margin|Advisory,2026-03-17,Active
C0990,Hai Phong,RM_16,2.05,39.01,0.11,Fund,2026-04-21,Active
C0991,Hai Phong,RM_22,4.02,149.12,1.52,Derivative,2026-03-08,Active
C0992,Can Tho,RM_05,0.78,444.72,0.33,Bond|Fund,2026-04-01,New
C0993,Hanoi HQ,RM_13,0.42,47.73,0.1,Advisory|Derivative,2026-04-25,Active
C0994,Can Tho,RM_11,1.11,796.22,0.21,Equity|Margin|Bond,2026-04-15,Active
C0995,Ho Chi Minh,RM_20,0.9,28.62,0.09,Advisory|Derivative,2026-04-26,Active
C0996,Ho Chi Minh,RM_26,0.68,93.83,0.05,Derivative,2026-04-16,Active
C0997,Online,RM_30,0.27,1336.02,0.11,Equity,2026-04-28,Active
C0998,Da Nang,RM_21,0.74,76.76,0.21,Derivative|Margin,2026-04-26,Dormant
C0999,Hanoi HQ,RM_01,0.64,209.35,0.23,Bond|Margin|Advisory,2026-04-13,New
C1000,Ho Chi Minh,RM_20,0.25,94.79,0.1,Equity,2026-04-19,Active
